unit_number,time,op_setting1,op_setting2,op_setting3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor_avg
16,26,0.0,-0.0002,100.0,518.67,642.59,1588.57,1406.58,14.62,21.61,552.3,2388.13,9060.53,1.3,47.7,521.03,2388.13,8141.21,8.4755,0.03,394,2388,100.0,38.89,23.2548,1440.2676333333334
16,27,0.002,0.0003,100.0,518.67,642.36,1588.9,1412.82,14.62,21.61,553.85,2388.15,9059.48,1.3,47.75,521.57,2388.13,8138.94,8.4393,0.03,394,2388,100.0,38.87,23.1782,1440.5079761904758
16,28,0.005,0.0005,100.0,518.67,642.9,1594.26,1404.36,14.62,21.61,553.51,2388.09,9062.02,1.3,47.68,520.82,2388.13,8143.19,8.4846,0.03,395,2388,100.0,38.82,23.2941,1440.7042238095237
16,29,0.0021,-0.0001,100.0,518.67,642.83,1593.36,1409.8,14.62,21.61,552.79,2388.1,9057.95,1.3,47.58,521.33,2388.17,8136.49,8.453,0.03,394,2388,100.0,38.86,23.2945,1440.3446428571428
16,30,-0.0019,-0.0004,100.0,518.67,642.57,1587.58,1406.71,14.62,21.61,552.76,2388.08,9054.98,1.3,47.47,521.13,2388.1,8136.25,8.4607,0.03,393,2388,100.0,38.61,23.4158,1439.6831666666662
16,31,-0.0016,-0.0003,100.0,518.67,642.79,1593.29,1414.7,14.62,21.61,553.23,2388.14,9066.42,1.3,47.61,521.67,2388.12,8140.06,8.4621,0.03,392,2388,100.0,38.7,23.3235,1441.0831238095238
16,32,-0.0007,0.0003,100.0,518.67,643.11,1594.51,1413.42,14.62,21.61,553.43,2388.09,9056.62,1.3,47.5,521.08,2388.11,8135.55,8.449,0.03,393,2388,100.0,38.84,23.2429,1440.4372333333336
16,33,-0.0017,0.0003,100.0,518.67,643.07,1592.58,1406.42,14.62,21.61,553.21,2388.13,9049.33,1.3,47.53,521.53,2388.14,8131.95,8.4564,0.03,392,2388,100.0,38.72,23.3263,1439.4582238095238
16,34,-0.001,0.0003,100.0,518.67,642.77,1581.93,1409.91,14.62,21.61,552.9,2388.08,9050.52,1.3,47.46,520.83,2388.13,8130.45,8.4642,0.03,393,2388,100.0,38.83,23.2277,1439.0824714285714
16,35,0.0013,0.0005,100.0,518.67,642.68,1589.19,1412.25,14.62,21.61,553.02,2388.13,9059.36,1.3,47.7,521.54,2388.09,8136.5,8.4688,0.03,393,2388,100.0,38.84,23.1409,1440.2923666666666
16,36,-0.0016,0.0003,100.0,518.67,642.58,1586.21,1401.84,14.62,21.61,553.18,2388.13,9063.89,1.3,47.62,521.88,2388.12,8137.33,8.445,0.03,394,2388,100.0,38.86,23.3335,1439.9832619047618
16,37,-0.0006,-0.0001,100.0,518.67,642.43,1588.54,1407.45,14.62,21.61,552.95,2388.12,9058.36,1.3,47.39,521.35,2388.11,8138.22,8.4644,0.03,393,2388,100.0,38.82,23.2639,1440.0332523809525
16,38,-0.0021,0.0005,100.0,518.67,642.33,1590.72,1410.52,14.62,21.61,553.39,2388.15,9053.72,1.3,47.53,521.3,2388.11,8136.27,8.4214,0.03,394,2388,100.0,38.96,23.2394,1440.042419047619
16,39,0.0027,0.0005,100.0,518.67,642.7,1593.41,1412.23,14.62,21.61,553.12,2388.1,9056.38,1.3,47.56,521.29,2388.13,8138.86,8.4446,0.03,392,2388,100.0,38.73,23.194,1440.3989809523807
16,40,0.0025,0.0002,100.0,518.67,642.7,1593.39,1411.15,14.62,21.61,553.16,2388.11,9065.01,1.3,47.77,521.0,2388.13,8134.8,8.4425,0.03,394,2388,100.0,38.77,23.1897,1440.6596285714284
16,41,-0.0012,-0.0004,100.0,518.67,642.46,1595.11,1415.71,14.62,21.61,552.83,2388.11,9061.42,1.3,47.61,520.8,2388.17,8133.3,8.4615,0.03,393,2388,100.0,38.78,23.3384,1440.634757142857
16,42,-0.0017,0.0001,100.0,518.67,642.88,1593.16,1408.39,14.62,21.61,553.84,2388.15,9060.87,1.3,47.71,521.48,2388.12,8134.99,8.4789,0.03,395,2388,100.0,38.95,23.2211,1440.4509523809522
16,43,-0.0001,0.0003,100.0,518.67,642.4,1589.08,1421.17,14.62,21.61,552.74,2388.17,9063.53,1.3,47.59,520.99,2388.1,8137.75,8.4489,0.03,394,2388,100.0,38.61,23.2488,1440.9551285714285
16,44,-0.0002,0.0003,100.0,518.67,642.38,1593.16,1409.48,14.62,21.61,553.47,2388.08,9056.7,1.3,47.71,521.43,2388.14,8142.23,8.4648,0.03,393,2388,100.0,38.78,23.3499,1440.5049857142858
16,45,0.0005,0.0003,100.0,518.67,642.7,1585.66,1409.55,14.62,21.61,553.34,2388.12,9056.01,1.3,47.52,521.62,2388.14,8137.4,8.5035,0.03,392,2388,100.0,38.85,23.3491,1439.85679047619
16,46,0.0029,-0.0004,100.0,518.67,643.02,1588.24,1420.29,14.62,21.61,552.87,2388.11,9058.02,1.3,47.51,521.65,2388.16,8138.27,8.4147,0.03,394,2388,100.0,38.75,23.2987,1440.7063523809525
16,47,0.0011,-0.0003,100.0,518.67,642.62,1598.58,1411.15,14.62,21.61,552.68,2388.12,9063.96,1.3,47.68,521.12,2388.15,8135.66,8.4197,0.03,394,2388,100.0,38.71,23.2019,1440.8705523809522
16,48,0.0006,-0.0003,100.0,518.67,642.81,1585.74,1412.69,14.62,21.61,553.58,2388.12,9063.81,1.3,47.58,520.84,2388.13,8137.1,8.4429,0.03,392,2388,100.0,38.66,23.1808,1440.3292238095235
16,49,0.0016,-0.0005,100.0,518.67,643.45,1595.47,1408.92,14.62,21.61,553.42,2388.13,9064.13,1.3,47.68,521.33,2388.16,8137.04,8.4647,0.03,394,2388,100.0,38.79,23.3091,1440.7868476190476
16,50,-0.0016,0.0001,100.0,518.67,643.28,1589.08,1413.15,14.62,21.61,553.95,2388.14,9065.99,1.3,47.72,521.03,2388.1,8140.28,8.4537,0.03,394,2388,100.0,38.69,23.2716,1440.9221571428566
16,51,-0.0008,-0.0001,100.0,518.67,642.97,1591.0,1413.93,14.62,21.61,553.55,2388.11,9058.77,1.3,47.75,521.66,2388.14,8135.77,8.4525,0.03,394,2388,100.0,38.83,23.1686,1440.491957142857
16,52,-0.0037,0.0002,100.0,518.67,642.61,1588.21,1412.73,14.62,21.61,553.95,2388.09,9069.53,1.3,47.51,521.45,2388.13,8134.16,8.4815,0.03,392,2388,100.0,38.81,23.2392,1440.6252714285715
16,53,0.0029,0.0005,100.0,518.67,642.97,1593.84,1410.74,14.62,21.61,552.95,2388.15,9056.34,1.3,47.58,521.53,2388.06,8137.71,8.4462,0.03,394,2388,100.0,38.55,23.2367,1440.3968047619046
16,54,-0.0005,0.0,100.0,518.67,642.92,1593.78,1406.44,14.62,21.61,553.42,2388.13,9061.53,1.3,47.71,521.6,2388.07,8138.44,8.4479,0.03,393,2388,100.0,38.76,23.2507,1440.4632666666662
16,55,-0.0028,0.0003,100.0,518.67,642.54,1594.83,1412.91,14.62,21.61,552.74,2388.16,9065.35,1.3,47.53,521.11,2388.08,8136.84,8.4316,0.03,394,2388,100.0,38.62,23.2167,1440.885157142857
16,56,-0.0042,0.0001,100.0,518.67,642.41,1594.51,1411.32,14.62,21.61,552.96,2388.12,9057.69,1.3,47.57,520.59,2388.15,8134.18,8.4334,0.03,395,2388,100.0,38.7,23.1823,1440.3355095238096
16,57,-0.0006,0.0,100.0,518.67,642.56,1599.43,1413.91,14.62,21.61,553.07,2388.16,9056.72,1.3,47.66,521.08,2388.08,8128.75,8.4564,0.03,392,2388,100.0,38.84,23.2099,1440.293157142857
16,58,-0.0005,0.0001,100.0,518.67,642.95,1593.98,1409.17,14.62,21.61,553.11,2388.13,9050.88,1.3,47.46,520.87,2388.12,8134.43,8.4683,0.03,391,2388,100.0,38.7,23.1916,1439.747138095238
16,59,-0.0043,-0.0004,100.0,518.67,643.24,1588.15,1413.43,14.62,21.61,553.95,2388.09,9059.17,1.3,47.75,521.16,2388.11,8136.17,8.4508,0.03,393,2388,100.0,38.72,23.2897,1440.3290714285713
16,60,-0.002,0.0001,100.0,518.67,642.92,1593.79,1405.9,14.62,21.61,553.03,2388.1,9056.95,1.3,47.5,521.4,2388.11,8137.47,8.4544,0.03,394,2388,100.0,38.89,23.3153,1440.1933190476188
16,61,0.0002,-0.0002,100.0,518.67,642.57,1590.32,1413.95,14.62,21.61,552.69,2388.15,9054.49,1.3,47.58,521.42,2388.07,8134.01,8.4194,0.03,393,2388,100.0,38.65,23.2367,1440.0374333333332
16,62,0.0,0.0001,100.0,518.67,642.98,1590.73,1405.39,14.62,21.61,554.17,2388.19,9054.46,1.3,47.67,520.64,2388.1,8126.58,8.4783,0.03,392,2388,100.0,38.78,23.1966,1439.3140428571428
16,63,0.0025,0.0,100.0,518.67,643.44,1591.58,1409.86,14.62,21.61,552.92,2388.14,9063.42,1.3,47.77,521.11,2388.13,8139.43,8.4807,0.03,394,2388,100.0,38.65,23.3293,1440.69
16,64,0.0013,-0.0004,100.0,518.67,642.8,1588.99,1406.18,14.62,21.61,552.86,2388.13,9060.2,1.3,47.85,521.01,2388.14,8134.23,8.4095,0.03,393,2388,100.0,38.84,23.2971,1439.9126952380952
16,65,0.0001,-0.0001,100.0,518.67,642.87,1583.82,1410.34,14.62,21.61,553.69,2388.12,9052.15,1.3,47.59,521.2,2388.13,8133.98,8.4666,0.03,393,2388,100.0,38.9,23.1628,1439.5071142857141
16,66,0.0045,0.0,100.0,518.67,642.45,1591.03,1407.18,14.62,21.61,552.76,2388.1,9063.34,1.3,47.51,520.71,2388.08,8140.24,8.4223,0.03,393,2388,100.0,38.78,23.282,1440.434014285714
16,67,0.0028,-0.0001,100.0,518.67,642.45,1596.45,1408.07,14.62,21.61,552.55,2388.15,9055.59,1.3,47.67,521.25,2388.17,8135.57,8.458,0.03,393,2388,100.0,38.77,23.3148,1440.1758476190473
16,68,0.0055,-0.0002,100.0,518.67,642.52,1588.58,1409.1,14.62,21.61,553.05,2388.13,9058.84,1.3,47.63,521.32,2388.11,8136.77,8.4646,0.03,393,2388,100.0,38.85,23.2195,1440.0863857142856
16,69,-0.0018,-0.0004,100.0,518.67,642.38,1592.82,1412.95,14.62,21.61,553.75,2388.17,9060.87,1.3,47.6,521.03,2388.13,8137.14,8.448,0.03,394,2388,100.0,38.75,23.216,1440.6420952380952
16,70,-0.0039,0.0004,100.0,518.67,643.23,1596.7,1406.13,14.62,21.61,552.81,2388.12,9063.47,1.3,47.63,521.14,2388.13,8133.92,8.4366,0.03,393,2388,100.0,38.79,23.1273,1440.4220904761908
16,71,-0.001,0.0001,100.0,518.67,643.26,1585.02,1416.64,14.62,21.61,552.63,2388.14,9059.56,1.3,47.77,520.96,2388.15,8136.38,8.4372,0.03,393,2388,100.0,38.61,23.2862,1440.2892095238096
16,72,0.0038,0.0003,100.0,518.67,642.33,1593.48,1415.99,14.62,21.61,552.76,2388.11,9057.39,1.3,47.68,521.25,2388.09,8141.15,8.4321,0.03,395,2388,100.0,38.86,23.3846,1440.8636523809525
16,73,0.004,-0.0002,100.0,518.67,642.8,1600.42,1408.34,14.62,21.61,552.88,2388.13,9067.12,1.3,47.8,520.82,2388.14,8136.77,8.4652,0.03,393,2388,100.0,38.92,23.2089,1441.0020999999997
16,74,-0.0002,0.0001,100.0,518.67,643.01,1597.17,1411.47,14.62,21.61,553.88,2388.13,9056.2,1.3,47.58,521.18,2388.11,8132.44,8.4609,0.03,393,2388,100.0,38.81,23.2078,1440.3275571428571
16,75,-0.0024,-0.0,100.0,518.67,642.9,1589.31,1419.33,14.62,21.61,552.72,2388.11,9058.88,1.3,47.5,520.98,2388.11,8133.77,8.4814,0.03,394,2388,100.0,38.75,23.3,1440.4938761904762
16,76,-0.0029,0.0003,100.0,518.67,642.65,1581.23,1408.91,14.62,21.61,552.37,2388.12,9062.53,1.3,47.42,521.31,2388.12,8136.57,8.4229,0.03,393,2388,100.0,38.83,23.1664,1439.8513952380952
16,77,0.0014,-0.0003,100.0,518.67,642.8,1585.48,1414.18,14.62,21.61,553.81,2388.11,9059.94,1.3,47.76,521.66,2388.13,8135.13,8.4657,0.03,394,2388,100.0,38.74,23.2181,1440.2692285714288
16,78,0.001,-0.0004,100.0,518.67,642.67,1597.02,1408.81,14.62,21.61,552.97,2388.16,9060.59,1.3,47.74,521.43,2388.13,8142.15,8.46,0.03,395,2388,100.0,38.51,23.354,1440.915428571428
16,79,0.0023,0.0002,100.0,518.67,643.05,1586.18,1406.98,14.62,21.61,552.85,2388.07,9066.66,1.3,47.76,520.87,2388.12,8141.27,8.442,0.03,393,2388,100.0,38.85,23.2532,1440.456438095238
16,80,-0.0026,-0.0001,100.0,518.67,642.98,1591.03,1411.3,14.62,21.61,553.03,2388.13,9054.28,1.3,47.74,521.23,2388.16,8136.67,8.4759,0.03,394,2388,100.0,38.88,23.149,1440.1564238095239
16,81,0.0011,-0.0004,100.0,518.67,642.94,1593.73,1415.33,14.62,21.61,552.62,2388.13,9057.52,1.3,47.52,521.6,2388.08,8138.83,8.4867,0.03,394,2388,100.0,38.75,23.2928,1440.717119047619
16,82,0.0003,-0.0,100.0,518.67,642.93,1596.55,1411.06,14.62,21.61,552.69,2388.16,9068.15,1.3,47.62,521.31,2388.13,8135.23,8.4476,0.03,393,2388,100.0,38.85,23.277,1440.9349809523806
16,83,-0.0002,0.0004,100.0,518.67,643.31,1584.59,1405.56,14.62,21.61,552.56,2388.06,9061.19,1.3,47.7,520.53,2388.13,8136.97,8.468,0.03,395,2388,100.0,38.64,23.3159,1439.9168523809524
16,84,-0.0013,-0.0004,100.0,518.67,643.29,1583.45,1415.67,14.62,21.61,553.32,2388.13,9060.52,1.3,47.62,521.39,2388.08,8132.39,8.451,0.03,394,2388,100.0,38.71,23.3055,1440.1217380952378
16,85,0.0007,0.0,100.0,518.67,643.08,1591.41,1414.65,14.62,21.61,553.47,2388.07,9053.18,1.3,47.58,521.36,2388.13,8136.18,8.4863,0.03,394,2388,100.0,38.78,23.3782,1440.284976190476
16,86,-0.0032,-0.0001,100.0,518.67,641.92,1593.65,1412.29,14.62,21.61,553.54,2388.09,9057.6,1.3,47.53,520.92,2388.08,8139.69,8.4355,0.03,393,2388,100.0,38.78,23.23,1440.5231190476188
16,87,0.0004,-0.0001,100.0,518.67,643.21,1587.6,1411.5,14.62,21.61,553.25,2388.15,9048.83,1.3,47.69,521.53,2388.11,8135.58,8.4371,0.03,394,2388,100.0,38.62,23.1597,1439.7093714285713
16,88,-0.0029,-0.0001,100.0,518.67,642.59,1594.85,1410.67,14.62,21.61,553.63,2388.13,9064.84,1.3,47.64,520.87,2388.15,8135.67,8.5126,0.03,394,2388,100.0,38.61,23.1654,1440.740857142857
16,89,0.001,0.0001,100.0,518.67,642.89,1599.98,1408.2,14.62,21.61,553.06,2388.14,9059.83,1.3,47.67,521.28,2388.15,8142.87,8.4332,0.03,394,2388,100.0,38.78,23.1367,1440.9833285714283
16,90,0.0003,0.0003,100.0,518.67,642.59,1587.37,1412.83,14.62,21.61,552.69,2388.1,9059.96,1.3,47.61,521.48,2388.15,8140.01,8.4431,0.03,394,2388,100.0,38.62,23.2418,1440.4440428571427
16,91,-0.0005,-0.0,100.0,518.67,643.52,1593.09,1414.17,14.62,21.61,553.02,2388.14,9062.46,1.3,47.75,520.48,2388.1,8139.55,8.4609,0.03,395,2388,100.0,38.66,23.1894,1440.9438238095233
16,92,0.0029,-0.0004,100.0,518.67,642.96,1587.5,1414.23,14.62,21.61,552.85,2388.11,9057.02,1.3,47.63,521.24,2388.15,8129.54,8.457,0.03,393,2388,100.0,38.82,23.2015,1439.8542142857143
16,93,-0.0007,0.0001,100.0,518.67,642.82,1592.23,1418.45,14.62,21.61,553.62,2388.19,9053.61,1.3,47.73,520.73,2388.1,8138.14,8.4922,0.03,393,2388,100.0,38.79,23.3257,1440.5456142857142
16,94,0.0028,0.0005,100.0,518.67,642.41,1592.92,1419.74,14.62,21.61,552.87,2388.1,9064.32,1.3,47.6,521.18,2388.16,8135.32,8.4541,0.03,394,2388,100.0,38.6,23.2774,1441.0086428571424
16,95,0.0011,0.0,100.0,518.67,643.0,1592.48,1407.14,14.62,21.61,553.13,2388.11,9064.33,1.3,47.73,520.57,2388.15,8135.83,8.4568,0.03,395,2388,100.0,38.74,23.2439,1440.4828904761905
16,96,0.0019,-0.0002,100.0,518.67,643.05,1593.1,1410.54,14.62,21.61,552.88,2388.14,9051.29,1.3,47.74,521.31,2388.14,8131.72,8.453,0.03,394,2388,100.0,38.86,23.2392,1439.8424857142859
16,97,-0.001,0.0001,100.0,518.67,642.71,1599.12,1418.57,14.62,21.61,553.12,2388.14,9055.92,1.3,47.63,520.68,2388.14,8138.37,8.5005,0.03,394,2388,100.0,38.6,23.1971,1440.996552380952
16,98,0.001,0.0001,100.0,518.67,642.93,1592.37,1414.69,14.62,21.61,553.23,2388.18,9054.5,1.3,47.82,520.94,2388.17,8139.63,8.4657,0.03,394,2388,100.0,38.7,23.378,1440.5349380952382
16,99,-0.0002,0.0001,100.0,518.67,643.25,1591.29,1415.57,14.62,21.61,552.79,2388.16,9060.37,1.3,47.71,520.66,2388.12,8134.91,8.4287,0.03,394,2388,100.0,38.68,23.3497,1440.548495238095
16,100,-0.0015,0.0005,100.0,518.67,642.65,1590.7,1410.57,14.62,21.61,552.33,2388.14,9056.13,1.3,47.69,520.61,2388.16,8138.04,8.4577,0.03,393,2388,100.0,38.83,23.1303,1440.1270476190475
16,101,-0.0002,-0.0004,100.0,518.67,642.89,1591.8,1418.99,14.62,21.61,552.61,2388.16,9062.15,1.3,47.69,521.22,2388.17,8138.85,8.4631,0.03,392,2388,100.0,38.72,23.1727,1440.910276190476
16,102,-0.0007,0.0001,100.0,518.67,643.45,1589.85,1412.94,14.62,21.61,553.29,2388.16,9058.72,1.3,47.52,520.97,2388.19,8134.1,8.4442,0.03,394,2388,100.0,38.77,23.376,1440.2862
16,103,-0.0021,0.0002,100.0,518.67,642.55,1584.1,1412.21,14.62,21.61,552.29,2388.15,9061.82,1.3,47.44,520.55,2388.13,8138.5,8.4536,0.03,394,2388,100.0,38.78,23.2093,1440.2101380952379
16,104,0.0029,0.0005,100.0,518.67,643.35,1589.07,1417.67,14.62,21.61,552.78,2388.12,9059.68,1.3,47.8,521.48,2388.08,8132.51,8.4632,0.03,393,2388,100.0,38.57,23.2788,1440.3848571428568
16,105,-0.0029,-0.0004,100.0,518.67,642.76,1582.45,1421.16,14.62,21.61,553.17,2388.15,9070.98,1.3,47.88,521.27,2388.16,8135.66,8.467,0.03,394,2388,100.0,38.69,23.1896,1440.962695238095
16,106,-0.001,-0.0004,100.0,518.67,642.84,1595.24,1411.36,14.62,21.61,553.04,2388.1,9059.27,1.3,47.74,520.99,2388.17,8139.32,8.4627,0.03,394,2388,100.0,38.77,23.2293,1440.7029523809522
16,107,0.0005,-0.0002,100.0,518.67,643.18,1590.92,1420.14,14.62,21.61,552.95,2388.14,9057.02,1.3,47.73,522.03,2388.15,8136.92,8.4507,0.03,393,2388,100.0,38.9,23.1632,1440.7106619047618
16,108,0.0018,0.0003,100.0,518.67,642.63,1584.85,1407.4,14.62,21.61,552.65,2388.17,9059.61,1.3,47.63,521.75,2388.19,8135.27,8.4681,0.03,393,2388,100.0,38.87,23.1732,1439.8043476190473
16,109,-0.0021,0.0002,100.0,518.67,642.96,1585.75,1414.67,14.62,21.61,552.38,2388.14,9060.51,1.3,47.73,520.68,2388.18,8130.7,8.4534,0.03,393,2388,100.0,38.77,23.3081,1439.974357142857
16,110,0.0001,0.0003,100.0,518.67,642.44,1586.72,1417.56,14.62,21.61,552.25,2388.17,9058.23,1.3,47.57,521.19,2388.13,8135.29,8.4772,0.03,394,2388,100.0,38.59,23.2462,1440.290161904762
16,111,0.0028,-0.0001,100.0,518.67,642.65,1597.52,1405.98,14.62,21.61,552.56,2388.11,9063.86,1.3,47.83,521.12,2388.09,8135.67,8.4897,0.03,394,2388,100.0,38.86,23.2308,1440.580976190476
16,112,0.0014,-0.0002,100.0,518.67,643.48,1588.27,1415.87,14.62,21.61,552.81,2388.17,9061.73,1.3,47.89,521.35,2388.13,8135.31,8.4529,0.03,394,2388,100.0,38.82,23.1502,1440.5553857142856
16,113,-0.0023,0.0003,100.0,518.67,643.11,1591.08,1409.14,14.62,21.61,552.85,2388.1,9055.06,1.3,47.77,521.68,2388.12,8137.09,8.4547,0.03,394,2388,100.0,38.71,23.2357,1440.125257142857
16,114,0.0029,-0.0003,100.0,518.67,643.27,1590.16,1416.38,14.62,21.61,552.93,2388.12,9056.34,1.3,47.69,521.11,2388.12,8137.03,8.4561,0.03,394,2388,100.0,38.76,23.2964,1440.4710714285711
16,115,0.0011,-0.0,100.0,518.67,642.73,1581.93,1410.58,14.62,21.61,552.68,2388.19,9048.77,1.3,47.63,520.97,2388.14,8134.24,8.4493,0.03,394,2388,100.0,38.73,23.2831,1439.2643999999998
16,116,-0.0052,-0.0003,100.0,518.67,643.41,1590.38,1409.98,14.62,21.61,552.88,2388.12,9070.22,1.3,47.75,520.64,2388.13,8138.46,8.4426,0.03,394,2388,100.0,38.78,23.1645,1440.8850999999997
16,117,-0.0016,0.0001,100.0,518.67,643.36,1594.09,1415.27,14.62,21.61,552.32,2388.17,9059.25,1.3,47.64,520.12,2388.16,8141.92,8.4135,0.03,395,2388,100.0,38.55,23.2922,1440.942176190476
16,118,-0.002,0.0004,100.0,518.67,642.67,1590.93,1419.59,14.62,21.61,552.65,2388.14,9055.67,1.3,47.6,520.83,2388.13,8129.55,8.4561,0.03,393,2388,100.0,38.63,23.2876,1440.160176190476
16,119,-0.0017,0.0004,100.0,518.67,642.54,1596.43,1410.05,14.62,21.61,553.03,2388.13,9054.77,1.3,47.71,521.31,2388.13,8136.17,8.4822,0.03,393,2388,100.0,38.81,23.3002,1440.2901142857143
16,120,0.0011,-0.0002,100.0,518.67,642.97,1591.26,1409.54,14.62,21.61,551.68,2388.11,9063.63,1.3,47.5,520.3,2388.17,8139.66,8.48,0.03,395,2388,100.0,38.76,23.1471,1440.5922428571425
16,121,-0.0011,0.0001,100.0,518.67,643.25,1595.08,1418.02,14.62,21.61,552.41,2388.17,9056.1,1.3,47.78,520.78,2388.19,8132.37,8.4823,0.03,395,2388,100.0,38.74,23.1478,1440.5595285714285
16,122,-0.0001,-0.0003,100.0,518.67,643.45,1597.02,1418.2,14.62,21.61,552.56,2388.19,9050.26,1.3,47.93,520.5,2388.15,8132.82,8.4643,0.03,391,2388,100.0,38.76,23.2109,1440.2259619047616
16,123,-0.0039,-0.0003,100.0,518.67,643.01,1590.1,1412.0,14.62,21.61,551.9,2388.11,9057.35,1.3,47.67,521.01,2388.1,8141.47,8.4611,0.03,394,2388,100.0,38.87,23.3199,1440.4571904761901
16,124,0.0021,0.0001,100.0,518.67,643.44,1589.6,1420.38,14.62,21.61,552.86,2388.13,9066.43,1.3,47.74,521.39,2388.14,8138.1,8.461,0.03,394,2388,100.0,38.73,23.1425,1441.1796904761902
16,125,-0.0012,-0.0002,100.0,518.67,643.28,1592.44,1415.76,14.62,21.61,552.88,2388.1,9065.09,1.3,47.73,521.23,2388.19,8137.38,8.4819,0.03,394,2388,100.0,38.66,23.1904,1440.9829666666665
16,126,0.0014,-0.0005,100.0,518.67,642.91,1592.84,1416.83,14.62,21.61,553.63,2388.12,9056.23,1.3,47.56,520.71,2388.14,8129.17,8.4878,0.03,393,2388,100.0,38.57,23.3927,1440.1819285714282
16,127,0.0013,-0.0002,100.0,518.67,643.0,1584.07,1411.71,14.62,21.61,553.09,2388.14,9056.27,1.3,47.61,520.55,2388.16,8137.8,8.4492,0.03,393,2388,100.0,38.68,23.3055,1439.9078428571427
16,128,-0.0016,-0.0004,100.0,518.67,643.4,1595.63,1415.95,14.62,21.61,553.38,2388.12,9065.53,1.3,47.89,520.44,2388.13,8132.43,8.4715,0.03,395,2388,100.0,38.66,23.3204,1440.9800904761903
16,129,0.0007,0.0004,100.0,518.67,643.52,1592.05,1417.44,14.62,21.61,552.45,2388.14,9057.55,1.3,47.64,520.62,2388.13,8137.4,8.4584,0.03,395,2388,100.0,38.81,23.1813,1440.696176190476
16,130,0.0019,-0.0001,100.0,518.67,642.94,1599.63,1417.16,14.62,21.61,552.5,2388.19,9055.78,1.3,47.63,520.84,2388.17,8137.31,8.4631,0.03,394,2388,100.0,38.69,23.2245,1440.8932190476191
16,131,0.0074,0.0004,100.0,518.67,642.7,1589.22,1416.08,14.62,21.61,552.23,2388.2,9054.63,1.3,47.76,521.01,2388.15,8138.06,8.4678,0.03,393,2388,100.0,38.73,23.1324,1440.2666761904761
16,132,-0.0028,0.0004,100.0,518.67,643.02,1598.03,1418.77,14.62,21.61,552.71,2388.1,9057.3,1.3,47.63,520.64,2388.18,8137.58,8.4498,0.03,395,2388,100.0,38.47,23.2,1441.0147523809521
16,133,0.0026,-0.0004,100.0,518.67,643.15,1594.41,1420.01,14.62,21.61,552.25,2388.21,9061.73,1.3,47.81,520.57,2388.08,8134.75,8.4492,0.03,394,2388,100.0,38.51,23.1736,1440.9206095238092
16,134,-0.0008,0.0004,100.0,518.67,642.84,1599.78,1416.75,14.62,21.61,552.45,2388.19,9056.64,1.3,47.7,520.99,2388.16,8136.12,8.4787,0.03,394,2388,100.0,38.72,23.2487,1440.8713047619046
16,135,0.0026,-0.0004,100.0,518.67,642.72,1583.72,1409.0,14.62,21.61,552.91,2388.2,9064.96,1.3,47.67,520.56,2388.15,8140.07,8.4627,0.03,394,2388,100.0,38.49,23.2941,1440.3065142857142
16,136,-0.0024,0.0004,100.0,518.67,642.89,1597.35,1418.89,14.62,21.61,552.35,2388.16,9061.14,1.3,47.73,520.87,2388.18,8139.57,8.4655,0.03,395,2388,100.0,38.78,23.2248,1441.2776333333331
16,137,0.003,-0.0,100.0,518.67,643.26,1592.81,1417.33,14.62,21.61,552.2,2388.11,9057.79,1.3,47.93,520.62,2388.15,8130.69,8.4569,0.03,395,2388,100.0,38.53,23.1461,1440.393
16,138,0.0018,-0.0001,100.0,518.67,642.84,1596.23,1409.83,14.62,21.61,552.69,2388.19,9054.72,1.3,47.92,520.45,2388.19,8135.41,8.4553,0.03,395,2388,100.0,38.46,23.0984,1440.2720809523807
16,139,-0.0017,0.0003,100.0,518.67,643.47,1591.84,1417.93,14.62,21.61,553.02,2388.16,9066.68,1.3,47.8,520.51,2388.17,8138.89,8.471,0.03,393,2388,100.0,38.74,23.2702,1441.1514857142856
16,140,-0.0036,-0.0005,100.0,518.67,643.41,1598.06,1409.19,14.62,21.61,552.52,2388.17,9056.98,1.3,47.76,520.55,2388.19,8133.84,8.456,0.03,393,2388,100.0,38.69,23.1676,1440.2958857142855
16,141,0.001,0.0003,100.0,518.67,643.02,1598.25,1411.63,14.62,21.61,552.66,2388.17,9061.21,1.3,47.81,520.7,2388.18,8140.36,8.4793,0.03,396,2388,100.0,38.75,23.2379,1441.0803428571428
16,142,-0.001,-0.0001,100.0,518.67,643.07,1601.02,1419.96,14.62,21.61,551.91,2388.19,9059.96,1.3,47.84,520.86,2388.18,8140.78,8.4725,0.03,394,2388,100.0,38.71,23.2524,1441.4492809523808
16,143,0.0033,0.0001,100.0,518.67,643.09,1602.86,1415.38,14.62,21.61,552.8,2388.18,9059.77,1.3,47.85,521.06,2388.19,8138.61,8.4614,0.03,393,2388,100.0,38.79,23.2587,1441.215719047619
16,144,-0.0018,-0.0002,100.0,518.67,642.85,1594.73,1421.52,14.62,21.61,552.66,2388.1,9058.67,1.3,47.72,520.9,2388.17,8137.14,8.4684,0.03,394,2388,100.0,38.63,23.2351,1441.001119047619
